id,Col,Macro_Categoria
CRED-058,seconds_since_last_txn,UNCLASSIFIED
CRED-058,avg_amount_30d,UNCLASSIFIED
CRED-058,amount_deviation_ratio,UNCLASSIFIED
CRED-058,merchant_ring_id,UNCLASSIFIED
CRED-058,shared_device_count,ALTERNATIVE
CRED-058,customer_merchant_txn_count,SOCIOECONOMIC
CRED-058,label,UNCLASSIFIED
CRED-058,fraud_type,SOCIOECONOMIC
CRED-058,financial_loss,SOCIOECONOMIC
CRED-065,UniqueID,
CRED-065,disbursed_amount,SOCIOECONOMIC
CRED-065,asset_cost,SOCIOECONOMIC
CRED-065,ltv,UNCLASSIFIED
CRED-065,branch_id,
CRED-065,supplier_id,
CRED-065,manufacturer_id,UNCLASSIFIED
CRED-065,Current_pincode_ID,UNCLASSIFIED
CRED-065,Date.of.Birth,UNCLASSIFIED
CRED-065,Employment.Type,DEMOGRAPHIC
CRED-065,DisbursalDate,UNCLASSIFIED
CRED-065,State_ID,UNCLASSIFIED
CRED-065,Employee_code_ID,UNCLASSIFIED
CRED-065,MobileNo_Avl_Flag,UNCLASSIFIED
CRED-065,Aadhar_flag,UNCLASSIFIED
CRED-065,PAN_flag,UNCLASSIFIED
CRED-065,VoterID_flag,UNCLASSIFIED
CRED-065,Driving_flag,
CRED-065,Passport_flag,UNCLASSIFIED
CRED-065,PERFORM_CNS.SCORE,UNCLASSIFIED
CRED-065,PERFORM_CNS.SCORE.DESCRIPTION,UNCLASSIFIED
CRED-065,PRI.NO.OF.ACCTS,SOCIOECONOMIC
CRED-065,PRI.ACTIVE.ACCTS,UNCLASSIFIED
CRED-065,PRI.OVERDUE.ACCTS,UNCLASSIFIED
CRED-065,PRI.CURRENT.BALANCE,UNCLASSIFIED
CRED-065,PRI.SANCTIONED.AMOUNT,UNCLASSIFIED
CRED-065,PRI.DISBURSED.AMOUNT,UNCLASSIFIED
CRED-065,SEC.NO.OF.ACCTS,UNCLASSIFIED
CRED-065,SEC.ACTIVE.ACCTS,UNCLASSIFIED
CRED-065,SEC.OVERDUE.ACCTS,UNCLASSIFIED
CRED-065,SEC.CURRENT.BALANCE,SOCIOECONOMIC
CRED-065,SEC.SANCTIONED.AMOUNT,INSTITUTIONAL and FINANCIAL
CRED-065,SEC.DISBURSED.AMOUNT,UNCLASSIFIED
CRED-065,PRIMARY.INSTAL.AMT,SOCIOECONOMIC
CRED-065,SEC.INSTAL.AMT,INSTITUTIONAL and FINANCIAL
CRED-065,NEW.ACCTS.IN.LAST.SIX.MONTHS,SOCIOECONOMIC
CRED-065,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,SOCIOECONOMIC
CRED-065,AVERAGE.ACCT.AGE,SOCIOECONOMIC
CRED-065,CREDIT.HISTORY.LENGTH,UNCLASSIFIED
CRED-065,NO.OF_INQUIRIES,SOCIOECONOMIC
CRED-066,Rating Agency,UNCLASSIFIED
CRED-066,Corporation,UNCLASSIFIED
CRED-066,Rating,UNCLASSIFIED
CRED-066,Rating Date,
CRED-066,CIK,
CRED-066,Binary Rating,UNCLASSIFIED
CRED-066,SIC Code,UNCLASSIFIED
CRED-066,Sector,UNCLASSIFIED
CRED-066,Ticker,UNCLASSIFIED
CRED-066,Current Ratio,UNCLASSIFIED
CRED-066,Long-term Debt / Capital,INSTITUTIONAL and FINANCIAL
CRED-066,Debt/Equity Ratio,SOCIOECONOMIC
CRED-066,Gross Margin,UNCLASSIFIED
CRED-066,Operating Margin,UNCLASSIFIED
CRED-066,EBIT Margin,INSTITUTIONAL and FINANCIAL
CRED-066,EBITDA Margin,INSTITUTIONAL and FINANCIAL
CRED-066,Pre-Tax Profit Margin,INSTITUTIONAL and FINANCIAL
CRED-066,Net Profit Margin,UNCLASSIFIED
CRED-066,Asset Turnover,UNCLASSIFIED
CRED-066,ROE - Return On Equity,MACROECONOMIC
CRED-066,Return On Tangible Equity,UNCLASSIFIED
CRED-066,ROA - Return On Assets,INSTITUTIONAL and FINANCIAL
CRED-066,ROI - Return On Investment,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-066,Operating Cash Flow Per Share,SOCIOECONOMIC
CRED-066,Free Cash Flow Per Share,UNCLASSIFIED
CRED-72,RiskPerformance,UNCLASSIFIED
CRED-72,ExternalRiskEstimate,UNCLASSIFIED
CRED-72,MSinceOldestTradeOpen,UNCLASSIFIED
CRED-72,MSinceMostRecentTradeOpen,UNCLASSIFIED
CRED-72,AverageMInFile,UNCLASSIFIED
CRED-72,NumSatisfactoryTrades,SOCIOECONOMIC
CRED-72,NumTrades60Ever2DerogPubRec,UNCLASSIFIED
CRED-72,NumTrades90Ever2DerogPubRec,UNCLASSIFIED
CRED-72,PercentTradesNeverDelq,SOCIOECONOMIC
CRED-72,MSinceMostRecentDelq,SOCIOECONOMIC
CRED-72,MaxDelq2PublicRecLast12M,UNCLASSIFIED
CRED-72,MaxDelqEver,UNCLASSIFIED
CRED-72,NumTotalTrades,UNCLASSIFIED
CRED-72,NumTradesOpeninLast12M,SOCIOECONOMIC
CRED-72,PercentInstallTrades,ALTERNATIVE
CRED-72,MSinceMostRecentInqexcl7days,UNCLASSIFIED
CRED-72,NumInqLast6M,SOCIOECONOMIC
CRED-72,NumInqLast6Mexcl7days,UNCLASSIFIED
CRED-72,NetFractionRevolvingBurden,SOCIOECONOMIC
CRED-72,NetFractionInstallBurden,UNCLASSIFIED
CRED-72,NumRevolvingTradesWBalance,SOCIOECONOMIC
CRED-72,NumInstallTradesWBalance,UNCLASSIFIED
CRED-72,NumBank2NatlTradesWHighUtilization,UNCLASSIFIED
CRED-72,PercentTradesWBalance,UNCLASSIFIED
CRED-73,customer_id,
CRED-73,monthly_income,DEMOGRAPHIC
CRED-73,loan_amount,SOCIOECONOMIC
CRED-73,credit_utilization_ratio,SOCIOECONOMIC
CRED-73,account_balance,SOCIOECONOMIC
CRED-73,monthly_transactions,SOCIOECONOMIC
CRED-73,avg_transaction_value,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-73,late_payment_count,SOCIOECONOMIC
CRED-73,repayment_consistency_score,SOCIOECONOMIC
CRED-73,previous_defaults,SOCIOECONOMIC
CRED-73,employment_years,DEMOGRAPHIC
CRED-73,dependents,DEMOGRAPHIC
CRED-73,account_age_months,SOCIOECONOMIC
CRED-73,recent_activity_score,UNCLASSIFIED
CRED-73,credit_risk_class,SOCIOECONOMIC
CRED-74,ReportAsOfEOD,
CRED-74,LoanId,
CRED-74,LoanNumber,
CRED-74,ListedOnUTC,UNCLASSIFIED
CRED-74,BiddingStartedOn,UNCLASSIFIED
CRED-74,BidsPortfolioManager,UNCLASSIFIED
CRED-74,BidsApi,UNCLASSIFIED
CRED-74,BidsManual,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-74,UserName,
CRED-74,NewCreditCustomer,SOCIOECONOMIC
CRED-74,LoanApplicationStartedDate,UNCLASSIFIED
CRED-74,LoanDate,UNCLASSIFIED
CRED-74,ContractEndDate,UNCLASSIFIED
CRED-74,FirstPaymentDate,UNCLASSIFIED
CRED-74,MaturityDate_Original,UNCLASSIFIED
CRED-74,MaturityDate_Last,UNCLASSIFIED
CRED-74,ApplicationSignedHour,UNCLASSIFIED
CRED-74,ApplicationSignedWeekday,UNCLASSIFIED
CRED-74,VerificationType,
CRED-74,LanguageCode,UNCLASSIFIED
CRED-74,Age,DEMOGRAPHIC
CRED-74,DateOfBirth,UNCLASSIFIED
CRED-74,Gender,DEMOGRAPHIC
CRED-74,Country,DEMOGRAPHIC
CRED-74,AppliedAmount,UNCLASSIFIED
CRED-74,Amount,UNCLASSIFIED
CRED-74,Interest,UNCLASSIFIED
CRED-74,LoanDuration,UNCLASSIFIED
CRED-74,MonthlyPayment,SOCIOECONOMIC
CRED-74,County,DEMOGRAPHIC
CRED-74,City,ALTERNATIVE
CRED-74,UseOfLoan,INSTITUTIONAL and FINANCIAL
CRED-74,Education,DEMOGRAPHIC
CRED-74,MaritalStatus,DEMOGRAPHIC
CRED-74,NrOfDependants,DEMOGRAPHIC
CRED-74,EmploymentStatus,DEMOGRAPHIC
CRED-74,EmploymentDurationCurrentEmployer,DEMOGRAPHIC
CRED-74,EmploymentPosition,DEMOGRAPHIC
CRED-74,WorkExperience,DEMOGRAPHIC
CRED-74,OccupationArea,SOCIOECONOMIC
CRED-74,HomeOwnershipType,DEMOGRAPHIC
CRED-74,IncomeFromPrincipalEmployer,DEMOGRAPHIC
CRED-74,IncomeFromPension,DEMOGRAPHIC
CRED-74,IncomeFromFamilyAllowance,INSTITUTIONAL and FINANCIAL
CRED-74,IncomeFromSocialWelfare,DEMOGRAPHIC
CRED-74,IncomeFromLeavePay,INSTITUTIONAL and FINANCIAL
CRED-74,IncomeFromChildSupport,INSTITUTIONAL and FINANCIAL
CRED-74,IncomeOther,INSTITUTIONAL and FINANCIAL
CRED-74,IncomeTotal,INSTITUTIONAL and FINANCIAL
CRED-74,ExistingLiabilities,SOCIOECONOMIC
CRED-74,LiabilitiesTotal,SOCIOECONOMIC
CRED-74,RefinanceLiabilities,SOCIOECONOMIC
CRED-74,DebtToIncome,SOCIOECONOMIC
CRED-74,FreeCash,SOCIOECONOMIC
CRED-74,MonthlyPaymentDay,UNCLASSIFIED
CRED-74,ActiveScheduleFirstPaymentReached,UNCLASSIFIED
CRED-74,PlannedPrincipalTillDate,UNCLASSIFIED
CRED-74,PlannedInterestTillDate,UNCLASSIFIED
CRED-74,LastPaymentOn,UNCLASSIFIED
CRED-74,CurrentDebtDaysPrimary,SOCIOECONOMIC
CRED-74,DebtOccuredOn,UNCLASSIFIED
CRED-74,CurrentDebtDaysSecondary,SOCIOECONOMIC
CRED-74,DebtOccuredOnForSecondary,SOCIOECONOMIC
CRED-74,ExpectedLoss,UNCLASSIFIED
CRED-74,LossGivenDefault,UNCLASSIFIED
CRED-74,ExpectedReturn,UNCLASSIFIED
CRED-74,ProbabilityOfDefault,UNCLASSIFIED
CRED-74,DefaultDate,
CRED-74,PrincipalOverdueBySchedule,UNCLASSIFIED
CRED-74,PlannedPrincipalPostDefault,UNCLASSIFIED
CRED-74,PlannedInterestPostDefault,UNCLASSIFIED
CRED-74,EAD1,
CRED-74,EAD2,
CRED-74,PrincipalRecovery,UNCLASSIFIED
CRED-74,InterestRecovery,UNCLASSIFIED
CRED-74,RecoveryStage,UNCLASSIFIED
CRED-74,StageActiveSince,
CRED-74,ModelVersion,
CRED-74,Rating,UNCLASSIFIED
CRED-74,EL_V0,DEMOGRAPHIC
CRED-74,Rating_V0,UNCLASSIFIED
CRED-74,EL_V1,DEMOGRAPHIC
CRED-74,Rating_V1,UNCLASSIFIED
CRED-74,Rating_V2,UNCLASSIFIED
CRED-74,Status,
CRED-74,Restructured,UNCLASSIFIED
CRED-74,ActiveLateCategory,UNCLASSIFIED
CRED-74,WorseLateCategory,SOCIOECONOMIC
CRED-74,CreditScoreEsMicroL,UNCLASSIFIED
CRED-74,CreditScoreEsEquifaxRisk,UNCLASSIFIED
CRED-74,CreditScoreFiAsiakasTietoRiskGrade,UNCLASSIFIED
CRED-74,CreditScoreEeMini,UNCLASSIFIED
CRED-74,PrincipalPaymentsMade,SOCIOECONOMIC
CRED-74,InterestAndPenaltyPaymentsMade,SOCIOECONOMIC
CRED-74,PrincipalWriteOffs,SOCIOECONOMIC
CRED-74,InterestAndPenaltyWriteOffs,UNCLASSIFIED
CRED-74,PrincipalBalance,SOCIOECONOMIC
CRED-74,InterestAndPenaltyBalance,UNCLASSIFIED
CRED-74,NoOfPreviousLoansBeforeLoan,SOCIOECONOMIC
CRED-74,AmountOfPreviousLoansBeforeLoan,SOCIOECONOMIC
CRED-74,PreviousRepaymentsBeforeLoan,SOCIOECONOMIC
CRED-74,PreviousEarlyRepaymentsBefoleLoan,SOCIOECONOMIC
CRED-74,PreviousEarlyRepaymentsCountBeforeLoan,SOCIOECONOMIC
CRED-74,GracePeriodStart,UNCLASSIFIED
CRED-74,GracePeriodEnd,UNCLASSIFIED
CRED-74,NextPaymentDate,UNCLASSIFIED
CRED-74,NextPaymentNr,UNCLASSIFIED
CRED-74,NrOfScheduledPayments,UNCLASSIFIED
CRED-74,ReScheduledOn,UNCLASSIFIED
CRED-74,PrincipalDebtServicingCost,SOCIOECONOMIC
CRED-74,InterestAndPenaltyDebtServicingCost,SOCIOECONOMIC
CRED-74,ActiveLateLastPaymentCategory,SOCIOECONOMIC
CRED-75,step,UNCLASSIFIED
CRED-75,type,UNCLASSIFIED
CRED-75,amount,UNCLASSIFIED
CRED-75,nameOrig,
CRED-75,oldbalanceOrg,SOCIOECONOMIC
CRED-75,newbalanceOrig,UNCLASSIFIED
CRED-75,nameDest,UNCLASSIFIED
CRED-75,oldbalanceDest,UNCLASSIFIED
CRED-75,newbalanceDest,UNCLASSIFIED
CRED-75,isFraud,UNCLASSIFIED
CRED-75,isFlaggedFraud,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-76,ID,
CRED-76,Customer_ID,
CRED-76,Month,UNCLASSIFIED
CRED-76,Name,
CRED-76,Age,DEMOGRAPHIC
CRED-76,SSN,UNCLASSIFIED
CRED-76,Occupation,DEMOGRAPHIC
CRED-76,Annual_Income,DEMOGRAPHIC
CRED-76,Monthly_Inhand_Salary,DEMOGRAPHIC
CRED-76,Num_Bank_Accounts,SOCIOECONOMIC
CRED-76,Num_Credit_Card,SOCIOECONOMIC
CRED-76,Interest_Rate,INSTITUTIONAL and FINANCIAL
CRED-76,Num_of_Loan,UNCLASSIFIED
CRED-76,Type_of_Loan,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-76,Delay_from_due_date,SOCIOECONOMIC
CRED-76,Num_of_Delayed_Payment,SOCIOECONOMIC
CRED-76,Changed_Credit_Limit,SOCIOECONOMIC
CRED-76,Num_Credit_Inquiries,SOCIOECONOMIC
CRED-76,Credit_Mix,SOCIOECONOMIC
CRED-76,Outstanding_Debt,SOCIOECONOMIC
CRED-76,Credit_Utilization_Ratio,SOCIOECONOMIC
CRED-76,Credit_History_Age,UNCLASSIFIED
CRED-76,Payment_of_Min_Amount,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-76,Total_EMI_per_month,SOCIOECONOMIC
CRED-76,Amount_invested_monthly,SOCIOECONOMIC
CRED-76,Payment_Behaviour,SOCIOECONOMIC
CRED-76,Monthly_Balance,SOCIOECONOMIC
CRED-77,ip_region_mismatch,ALTERNATIVE
CRED-77,device_change_rate,ALTERNATIVE
CRED-77,application_frequency,SOCIOECONOMIC
CRED-77,loan_amount,SOCIOECONOMIC
CRED-77,institution,SOCIOECONOMIC
CRED-77,loan_type,SOCIOECONOMIC
CRED-77,session_duration,
CRED-77,geo_location_consistency,ALTERNATIVE
CRED-77,previous_defaults,SOCIOECONOMIC
CRED-77,time_between_apps,SOCIOECONOMIC
CRED-77,browser_fingerprint_change,ALTERNATIVE
CRED-77,fraudulent,UNCLASSIFIED
CRED-78,Cust_Num,
CRED-78,Payment_Method_description,SOCIOECONOMIC
CRED-78,Document_No,
CRED-78,Amount,UNCLASSIFIED
CRED-78,Amount_Bins,UNCLASSIFIED
CRED-78,Clearing_doc,
CRED-78,Zipcode,ALTERNATIVE
CRED-78,Region,DEMOGRAPHIC
CRED-78,City,ALTERNATIVE
CRED-78,Customer_Name,
CRED-78,Age_Of_Customer_Months,DEMOGRAPHIC
CRED-78,Age_Of_Customer_Year,DEMOGRAPHIC
CRED-78,Customer_Age_Year_Bins,DEMOGRAPHIC
CRED-78,Payment_Term,UNCLASSIFIED
CRED-78,Payment_Term_Bins,INSTITUTIONAL and FINANCIAL
CRED-78,Days_Overdue_Delay,UNCLASSIFIED
CRED-78,Delay_Bins,
CRED-78,Doc_Date,
CRED-78,Net_Due_Date,UNCLASSIFIED
CRED-78,Posting_Date,UNCLASSIFIED
CRED-78,Clearing_date,UNCLASSIFIED
CRED-78,No_of_orders_by_customer,"VALUES, ATTITUDES and BEHAVIORAL"
CRED-78,Rank_of_order_by_customer,UNCLASSIFIED
CRED-78,Weekday_clearing,UNCLASSIFIED
CRED-78,Weekday_due,UNCLASSIFIED
CRED-78,Quarter_clearing,
CRED-78,DelayFlag,UNCLASSIFIED
CRED-78,Weekday_clearnum,ALTERNATIVE
CRED-78,Weekday_due.1,
CRED-79,Transaction_ID,
CRED-79,Customer_ID,
CRED-79,Transaction_Date,UNCLASSIFIED
CRED-79,Transaction_Time,UNCLASSIFIED
CRED-79,Customer_Age,DEMOGRAPHIC
CRED-79,Customer_Loyalty_Tier,SOCIOECONOMIC
CRED-79,Location,ALTERNATIVE
CRED-79,Store_ID,
CRED-79,Product_SKU,UNCLASSIFIED
CRED-79,Product_Category,UNCLASSIFIED
CRED-79,Purchase_Amount,UNCLASSIFIED
CRED-79,Payment_Method,UNCLASSIFIED
CRED-79,Device_Type,ALTERNATIVE
CRED-79,IP_Address,ALTERNATIVE
CRED-79,Fraud_Flag,UNCLASSIFIED
CRED-79,Footfall_Count,ALTERNATIVE
